자료분류,파일명,파일명_id,첨부파일경로,기사제목,기사/파일경로,"첨부
파일",Key Words,Key takeaways,Viewpoint,페이스북Group,작성일자,작성자명
Daily News Briefing,Daily_News_Briefing_180123,20180123001,DNB.ZIP,네이버 '스노우' 소프트뱅크·세콰이어 5000만 달러 투자 유치,http://nocutnews.co.kr/news/4911108,-,,"네이버 자회사 '스노우'가 일본 소프트뱅크, 중국 투자회사 세콰이어캐피탈차이나로부터 약 535억원의 투자를 유치함. 이를 통해 소프트뱅크와 세콰이어는 스노우의 지분 20%를 보유하게 됨.","이번 투자는 소프트뱅크그룹이 네이버 측에 한 첫 투자이며 이는 스노우의 AR 및 얼굴 인식 기술 개발 등에 주력하는 전략이 큰 몫을 했을  것으로 생각됨. 또한 이번 투자를 통해 스노우는 중국의 현지사업 역시 집중할 것으로 예상됨.
스노우는 '아시아의 스냅챗'이라는 별명과 함께 2015년에는 전 세계 누적 다운로드 수 2억건을 넘긴 바 있음. 당사 또한 스노우와 유사한 콘텐츠 플랫폼에 VR/AR 기술 개발이 더해진 국내외 업체에 관심을 기울여야 할 것으로 생각됨.",DNB room,20180123,
Daily News Briefing,Daily_News_Briefing_180122,20180122001,DNB.ZIP,"배달의민족, 클로바와 'AI 스피커 음성 주문' 시작",http://www.kinews.net/news/articleView.html?idxno=115572,-,,우아한형제들이 네이버의 AI 스피커인 클로바 프렌즈와 연계해 배달음식을 음성으로 주문하는 서비스를 출시함. 고객이 배민을 통해 미리 등록한 업소의 메뉴가 AI 시스템을 통해 바로 주문됨. 현재는 현장 결제만 가능하지만 향후 다른 결제 방식 역시 업데이트 해 나갈 예정임.,"다수의 이용자가 단골 식당에서 특정 메뉴를 자주 주문한다는 고객 행동을 기반으로 서비스를 출시했다는 점에서 활용도가 높을 것으로 기대됨. 인공지능 스피커가 아직 초기 단계에 있기는 하나, 개별 앱과의 연계성이 높아지고 있음.
AI 스피커가 대중화되면 ""이체해줘"", ""청구해줘"" 등 음성으로 간단한 금융 업무를 처리하기를 원할 것으로 예상됨. 음성 금융서비스를 선도하기 위해 고객의 행동 패턴을 파악하고 관련 협업 주체들을 살펴볼 필요가 있음.",DNB room,20180122,
Daily News Briefing,Daily_News_Briefing_180122,20180122001,DNB.ZIP,"아마존, 무인 슈퍼마켓 시대 개막…‘아마존고’ 드디어 일반 공개",http://www.etoday.co.kr/news/section/newsview.php?idxno=1586339,-,,"아마존이 야심차게 준비해온 무인 편의점 ‘아마존 고’가 1년여의 시험 운영을 끝내고 22일 일반인에게 문을 열게 됨. 아마존 고 내부는 일반 슈퍼마켓과 다르지 않지만, ‘Just Walk Out’ 기술을 통해 '3무(줄 설 필요가 없다, 계산할 필요가 없다, 지갑을 열 필요가 없다)' 시스템을 구현해 냈음.","업계에서는 아마존 고가 전통 슈퍼마켓의 판도를 뒤엎을 것이라며 긴장하고 있음. 한편, 유통업계 종사자의 일자리 문제와 관련해 우려의 목소리도 높아지고 있는 상황임.
당사도, 고객의 편의성을 획기적으로 개선 시킬 수 있는 AI 도입 방식 및 전략에 대해 고민 해볼 필요가 있음. 또한, AI 도입에 따른 인력 관리 문제를 아마존이 해결해 내는 방식은 당사가 주의 깊게 지켜봐야 할 점이라고 판단됨.",DNB room,20180122,
Daily News Briefing,Daily_News_Briefing_180122,20180122001,DNB.ZIP,대학내일 20대연구소에서 분석한 19~34세 소비성향 및 지출분석 리포트,https://www.slideshare.net/20slab/20-1934-201719,-,,"19~34세의 소비는 개인취향을 기준으로 한 가치소비 중심이며, 한정된 소득내에서 합리적 소비를 위해 카드와 포인트 등을 적극 활용함. 공략포인트는 인증후기(지인 및 SNS) 임. 이들은 수입이 월 173만, 지출이 월 110만으로 지출 중 식비가 28만으로 가장 큼. O2O 서비스 경험자가 50% 이상이며 앞으로도 이용 의향이 높고, 월평균 4.5만 사용함. 공유서비스는 경험 률이 21.6%, 평균사용액은 월 4.8만 사용함. 섭스크립션 서비스는 경험률이 아직은 미미(5.6%)하고 노출된 서비스로는 꾸까(꽃), 하비박스(취미용품), 빈브라더스(커피) 정도가 있음.","수입은 많지 않으나 소비성향이 높고, 다양한 정보를 디지털 수단으로 받아들일 자세가 되어 있는 (digital-friendly) 세대임을 다시 한번 확인함. 성향은 무조건 '가격'이 아닌 '본인만의 가치'임에 따라 의미부여가 필수일 것으로 보임.
그들이 호응하는 가치 (의미)가 과거와는 상당히 다름을 알 수 있음. 시간적으로나 정신적으로 피로해진 삶 속에서 이미 고군분투하며 스마트해진 세대들이므로, 우리가 함께 가며 응원/지지해준다는 의미로 다가선다는 접근이 필요하지 않을까 생각됨.",DNB room,20180122,
Daily News Briefing,Daily_News_Briefing_180122,20180122001,DNB.ZIP,외국계 생보사 온라인 시장 진출 현황,http://www.m-i.kr/news/articleView.html?idxno=379840,-,,"지난 18일 처브라이프생명이 첫 온라인상품 (유방암 상품)판매를 개시하면서 외국계 생보사의 온라인 진출에 관심이 집중되고 있음. 9개 외국계 보험사 중 메트라이프와 푸르덴셜 생명은 온라인 시장 진출을 유보하고 있음. 초기 투자비용이나 투자 이윤에 대한 확신이 적기 때문이며, 현재 판매하고 있는 주력상품의 특성상 대면채널이 더 효과적인 점도 있음. 보험업계에서는 추후 온라인시장이 IT 기술의 발전과 젊은 층의 가입 확대 등을 고려하여 온라인 시장의 급성장을 대비해야 할 것으로 보고 있음.","외국계 생보사의 온라인 시장 진출에 대한 현황과 아직 진출하지 않는 생보사의 입장을 확인할 수 있음. 시장 규모면에서는 작지만, 성장 추세가 크다는 점을 참고하여 추후 시장 확대에 대비를 해야 할 것으로 생각함.
온라인 시장 후발주자들의 전략을 예측해보면, 이미 시장에서 검증 된 상품을 판매하거나 시장에 없는 특화 상품을 판매하는 형태가 될 것으로 생각되며, 그 외 차별화 서비스 제공 등이 주된 전략이 될 것으로 보임. 후발 주자의 전략에 대응할 수 있는 다각적인 방안 검토 및 상품포트폴리오 개선 등으로 대처해야 할 것으로 생각함.",DNB room,20180122,
Daily News Briefing,Daily_News_Briefing_180122,20180122001,DNB.ZIP,"“입어보고 구매하세요”… 코오롱 ‘시리즈’, 신상품 대여 서비스",http://www.yonhapnews.co.kr/bulletin/2018/01/21/0200000000AKR20180121042900030.HTML?input=1195m,-,,코오롱 FnC의 남성 캐주얼 편집 브랜드 ‘시리즈’가 ‘스타일링 렌탈’ 서비스를 시작한다고 밝힘. 시리즈의 특화매장(플래그십스토어 플래그십스토어)인 한남동 ‘시리즈코너’에서 신상품을 착용해보고 대여 여부를 정하면 됨.,"불황이 이어지면서 경험에 가치를 둔 합리적인 소비 경향이 두드러지고 있음. 충동구매로 입지 않는 옷을 쌓아놓기 보다는 먼저 경험해보고 구매 여부를 결정하길 추천함.
In room shopping 서비스로 국내에 머무는 동안 경험을 하게 해주고 귀국할 때 구매를 할 수 있도록 하는 서비스를 생각할 수 있음.",DNB room,20180122,
Daily News Briefing,Daily_News_Briefing_180119,20180119001,DNB.ZIP,中 AI로 '불면' 치료. 알리바바 '로봇' 개발 착수,http://m.zdnet.co.kr/news_view.asp?article_id=20180119072819,-,,"중국에서 인공지능(AI)을 접목한 심리학적 치료를 통해 불면증을 해결할 수 있는 기술 개발이 속도를 내고 있으며, 곧 상용화될 것이란 기대가 높아짐 . 알리바바그룹의 헬스케어 서비스인 '알리헬스(AliHealth)'는 심리학적 치료의 학술적 성과에 기반해 중국 심리학 AI 영역에서 중국 기업 눠사이커(Nuo sai ke)와 공동으로 수면 로봇과 웨어러블 기기를 개발하기로 함.","병원 측에 따르면 이 시스템으로 불면에 대한 임상치료를 실시한 결과 90% 이상이 유효한 효과를 얻었으며 약물에 의존해 잠들었던 환자들이 치료되기도 했음. 한편, 중국에서는 이미 심리적인 컨설팅을 통해 불면증을 진단하고 치료하려는 노력이 심화하고 있으며, 알리바바그룹 의 참여로 이른 시간 내에 이 기술을 적용한 제품이 상용화될 것으로 기대 중임.
AI 기술이 심리 치료에도 도입되고 있는 상황에서, AI에 대한 투자의 중요성이 더욱 높아지고 있음. 특히, 당사는 보험업 등과 밀접하게 연결 되어있는 AI를 활용한 의료, 심리 치료 기술에 관심을 갖고, 해당 분야에서 혁신적 기술력을 보유한 기업에 대한 투자 및 협업 가능성을 모색할 필요가 있음.",DNB room,20180119,
Daily News Briefing,Daily_News_Briefing_180119,20180119001,DNB.ZIP,AI 응용한 바이두 키보드 입력기 출시. 여러 사람 목소리도 인식,http://chinafocus.co.kr/v2/view.php?no=9664&category,-,,바이두가 AI 기술을 이용한 스마트폰 키보드 입력기를 출시함. 이는 여러 사람의 음성을 자동 인식해주며 2~3인간 대화나 소규모 회의에서 유용하게 쓰일 전망임.,"바이두는 AI 관련 투자 및 전략을 끊임없이 진행중임. 이번 키보드는 AI 기술이 성장하며 키보드 입력기 프로그램이 따로 존재할 필요성이 줄어드는 현상에 대한 대응이며 향후 어떠한 서비스를 출시할지 관심을 기울여 봐야 할 것으로 생각됨.
이번 출시는 AI 기술 외 AR 기술이 도입된 이모티콘 또한 제공되는 것으로 보임. 이처럼 다양한 신기술과 콘텐츠의 융합으로 편리성과 신선함을 동시에 갖춘 서비스가 증가하고 있으며 당사는 이를 참고해 국내에서 앞서가는 콘텐츠 서비스를 출시해야 할 것으로 보임.",DNB room,20180119,
Daily News Briefing,Daily_News_Briefing_180119,20180119001,DNB.ZIP,"게임, 웹툰, 영상. 카카오, 3대 콘텐츠분야 M&A '군침'",http://www.fnnews.com/news/201801181905002245,-,,"카카오가 GDR 발행을 통해 약 1조원 가량의 M&A 자금을 확보하면서 대형 M&A를 예고함. 카카오는 이 자금으로 글로벌 콘텐츠 시장에서 영향력을 확대하기 위한 M&A를 추진한다는 계획이며, 주요 M&A 대상 분야는 게임과 웹툰, 영상 등이 될 전망임.","카카오가 국내에서 경쟁력 있는 콘텐츠를 통해 글로벌 시장을 공략하겠다는 방침을 세운 만큼, 이번 M&A 대상은 동남아시아 지역이나 북미, 유럽 등 해외 콘텐츠 기업이 될 가능성이 높아 보임. 또한, 이번 재원으로 AI 등 4차 산업 관련 국내외 기업 및 원천기술에도 투자할 예정이라고 함.
카카오의 해외 진출 행보를 주의 깊게 지켜볼 필요가 있으며, 이를 밴치마킹 할 필요가 있음. 당사도 해외 진출을 위한 자금 모집, 각종 플랫폼을 활용한 콘텐츠 수출 방안, 해외 콘텐츠 플랫폼 기업과의 M&A 가능성 등을 검토할 필요가 있음.",DNB room,20180119,
Daily News Briefing,Daily_News_Briefing_180119,20180119001,DNB.ZIP,"‘터치 한 번, 결제 끝’ 계속되는 쿠팡의 쇼핑 혁신",http://www.econovill.com/news/articleView.html?idxno=330309,-,,"쿠팡이 터치 한 번으로 결제를 끝내는 '원터치결제' 서비스를 자체 개발해 선보임. 현재 국내에서 서비스되는 모든 결제 서비스는 추가 인증 단계가 필요하나, 원터치결제는 '결제하기' 버튼 한번만 누르면 인증과 결제가 완료됨.","이커머스에서도 활발하게 핀테크를 도입해 페이먼트 단계에서의 혁신을 이뤄가고 있음. 쿠팡의 원터치결제는 결제 단계의 번거로움을 줄여 고객들에게 더 좋은 구매 경험을 줄 수 있을 것으로 예상됨.
쿠팡의 경우 결제가 앱 내 주요 고객 경험이기 때문에 혁신을 이어가고 있음. 따라서, 디지털 프로덕트 제작시 고객의 주요 경험이 되는 부분에 대해서는 고객 편의와 경험을 극대화하기 위한 혁신을 이어가야 할 필요가 있음.",DNB room,20180119,
Daily News Briefing,Daily_News_Briefing_180119,20180119001,DNB.ZIP,"패션매장, 스마트 기능 UP UP",http://star.mt.co.kr/stview.php?no=2018011714174488987&outlink=1&ref=http%3A%2F%2Fnews.naver.com,-,,"최근 패션매장은 오프라인매장에 AI, AR, IoT, 빅데이터 등 정보통신기술(ICT)를 적용해 새로운 쇼핑 경험을 제공함. 편리한 쇼핑 경험을 제공하는 ‘스마트 스토어 스토어’, 제품 관련 액티비티를 즐길 수 있는 ‘체험형 매장’, 소비자 개개인에 맞는 ‘맞춤형 서비스 제공’ 등으로 소비자들의 마음을 사로잡고 있음.","이러한 현상은 소비 트렌드가 온라인 쇼핑으로 무게 중심이 옮겨가고, 쇼핑 시 직원과의 접촉을 줄이는 언택트(Untact) 소비가 주목 받는 등 오프라인 매장만큼 온라인 매장이 갈수록 영향력이 커져 가는 현실을 반영한 것임. 이 때문에 소비자의 유입을 위해 오프라인 매장들이 다양한 변화를 시도하고 있음.
온라인, 모바일 쇼핑이 부상하면서 유통업계 전반적으로 오프라인 매장에 ICT 기술을 접목해 매장에서만 경험할 수 있는 재미와 새로운 경험을 제공하는 것이 요즘 추세임. 따라서, 갤러리아에 이러한 요소를 도입하는 방안이나, 호텔앤드리조트에서 In Room Shopping 서비스로의 접목하는 것이 가능할 것으로 사료됨.",DNB room,20180119,
